"","b","QE","k","p","QEp","I2","pval","ci.lb","ci.ub","var"
"1",0.024202182960351,33.157682380225,9,1,5.76865368539191e-05,78.0036479944396,0.893025970760454,-0.32853964510241,0.376944011023112,"b"
