"","b","QE","k","p","QEp","I2","pval","ci.lb","ci.ub","var"
"1",0.104182500365168,17.46078902504,14,1,0.179086308806952,32.5435813644812,0.0865688290433232,-0.0149656681627651,0.223330668893101,"b"
